batch,day,idturk,treatment,initialendowment,initialendowmentupdated,pointssaving1,pointssaving2,pointssaving3,pointssaving4,borrowdebt1,borrowdebt2,borrowsaving5,borrowsaving6,pointsthisdecision,additionalpointssaving1,additionalpointssaving2,additionalpointssaving3,additionalpointssaving4,points_ia_a1,points_ia_a2,points_ia_a3,points_ia_a4,points_aa_a1,points_aa_a2,points_aa_a3,points_aa_a4,balance_ia_a1,balance_ia_a2,balance_ia_a3,balance_ia_a4,balance_aa_a1,balance_aa_a2,balance_aa_a3,balance_aa_a4,balance_borrow_a1,balance_borrow_a2,lottery1choice,lottery2choice,time1choice,time2choice,oneshotcontrol_s1,oneshotcontrol_s2,oneshotcontrol_s3,oneshotcontrol_s4,oneshotdebt_s1,oneshotdebt_s2,oneshotdebt_d1,oneshotdebt_d2,oneshothigh_s1,oneshothigh_s2,oneshothigh_d1,oneshothigh_d2,end_reasoning,end_debtimportance,end_balancesimportance,end_rateimportance,end_hindsight,demo_sex,demo_age,demo_state,demo_race,demo_educ,demo_collegeplus,demo_studentloan,demo_holddebt,demo_covid,errorbdm1,errorbdm2,errorbdm3,errordebtintro1,errordebtintro2,errordebtintro3,errordebtintro4,errordebtintro5,errordebtendowment1,errordebtendowment2,errordebtendowment3,errordebtendowment4,errordebtendowment5,errordebtendowment6,errordebtendowment7,errordebtendowment8,errordebtpayment1,errordebtpayment2,errordebtpayment3,errorend1,errorend2,error_count,error_initial,error_main,error_end,error_main_total,error_count_total,borrowcap1bal,borrowcap2bal,borrowcap1percleft,borrowcap2percleft,gap,controlsaving1balanceupdated,controlsaving2balanceupdated,controlsaving3balanceupdated,controlsaving4balanceupdated,debtsaving1balanceupdated,debtsaving2balanceupdated,debtsaving3balanceupdated,debtsaving4balanceupdated,controlsaving1balanceupdated2,controlsaving2balanceupdated2,controlsaving3balanceupdated2,controlsaving4balanceupdated2,debtsaving1balanceupdated2,debtsaving2balanceupdated2,debtsaving3balanceupdated2,debtsaving4balanceupdated2,netbalance,netreturn,totalpoints,finalpayment,finalpaymentend,participantid,lotterychoice,timechoice,durationinseconds,selectioncontroltreatment,selectiondebttreatment,controlsaving5balanceupdated,controlsaving6balanceupdated,debtdebt1balanceupdated,debtdebt2balanceupdated,q1697,debtsaving3balance,debtsaving4balance,order_oneshotcontrol,order_oneshotdebt,order_oneshothighdebt,io,perco_orig,perco_adtl,perco_os_c,perco_os_d,perco_os_h,ind_optimal_ia,ind_optimal_ap,ind_optimal_ia_d1_t,ind_optimal_ia_d4_t,ind_optimal_ia_d1,ind_optimal_ia_d4,ind_optimal_ia_all,ind_optimal_ap_all,os_optimal_c_t,os_optimal_d_t,os_optimal_h_t,os_optimal_c,os_optimal_d,os_optimal_h,instructions_confused,borrow_max_a1,borrow_max_a2,borrow_max_both,borrow_max_a1_d1,borrow_max_a2_d1,borrow_max_both_d1,borrow_max_a1_d4,borrow_max_a2_d4,borrow_max_both_d4,optimal_s1,optimal_s1_d1_t,optimal_s1_d1,optimal_s1_d4_t,optimal_s1_d4,borrow_d1_t,borrow_d1,total_pointssaving1,total_pointssaving2,total_pointssaving3,total_pointssaving4,total_borrowdebt1,total_borrowdebt2,total_borrowsaving5,total_borrowsaving6,total_points_allocated,perc_total_pointssaving1,perc_total_pointssaving2,perc_total_pointssaving3,perc_total_pointssaving4,total_perc_points_allocated,returns
6,Day 3,AE2MQ0H6NNRUH,B Control,1154,1154,1154,0,0,0,,,0,0,503,503,0,0,0,1154,0,0,0,503,0,0,0,6576,700,0,0,7079,700,0,0,900,1500,200,0.50999999,250,0.550000012,,,,,,,,,,,,,"I wanted to earn as much money as possible, which Iâm sure is everyoneâs goal. My strategy was to remove all debt and move all the money into the account with the largest amount of interest. I swore I out everything into one account but on day 2 it was 2 accounts and Iâm still not sure if that was me or the system making you have two accounts open, but if I could go back, the second account would have been the second highest interest rate, which I believe was 25%. As far as the points vs money part, I usually changed it about halfway. I wanted points but itâs not worth anything under 250 when thereâs a 50% chance of 500 so I kept the change around halfway to hopefully maximize my earnings.",Extremely important,Moderately important,Extremely important,I would do about the same except have my second account be the second highest interest rate.,Female,30,Pennsylvania,White,Some college,Non college graduate,Yes,Yes,A great deal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,1,0,1,0,1,1,0,0,0,0,,6576,700,0,0,,,,,7079,700,0,0,,,,,,,,,,anaheim12704,,,8704,1,0,0,0,,,,,,,,,1154,1,1,,,,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,6485,0,0,0,0,0,900,1500,6485,1,0,0,0,1,1486
6,Day 4,AE2MQ0H6NNRUH,B Control,1486,1486,1486,0,0,0,,,0,0,600,600,0,0,0,1486,0,0,0,600,0,0,0,8565,700,0,0,9165,700,0,0,900,1500,255,,,,1000,0,0,0,400,0,600,0,100,0,900,0,"I wanted to earn as much money as possible, which Iâm sure is everyoneâs goal. My strategy was to remove all debt and move all the money into the account with the largest amount of interest. I swore I out everything into one account but on day 2 it was 2 accounts and Iâm still not sure if that was me or the system making you have two accounts open, but if I could go back, the second account would have been the second highest interest rate, which I believe was 25%. As far as the points vs money part, I usually changed it about halfway. I wanted points but itâs not worth anything under 250 when thereâs a 50% chance of 500 so I kept the change around halfway to hopefully maximize my earnings.",Extremely important,Moderately important,Extremely important,I would do about the same except have my second account be the second highest interest rate.,Female,30,Pennsylvania,White,Some college,Non college graduate,Yes,Yes,A great deal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,8565,700,0,0,,,,,9165,700,0,0,,,,,9865,1903,11768,23.54000092,4.320000172,anaheim12704,,,7334,1,0,0,0,,,,,,3,1,2,1486,1,1,1,0.40000001,0.1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,6485,0,0,0,0,0,900,1500,6485,1,0,0,0,1,1903
8,Day 1,AEQ95NMC3VXQ5,B Control,500,500,0,100,200,200,,,0,0,100,0,0,50,50,0,100,200,200,0,0,50,50,1100,800,200,200,1100,800,250,250,0,0,490,1,400,1,,,,,,,,,,,,,When allocating I focused on having higher balances in the accounts that paid a higher interest rate. I tried to distribute everything so that the higher interest accounts got the bulk of the allocation but that the other accounts received a little of it as well in most cases.,Slightly important,Moderately important,Extremely important,I think if I were able to do it over I would probably do it the same way again.,Female,65,Florida,White,Some college,Non college graduate,Yes,Yes,A little,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,,2,0,2,0,6,7,900,1500,1,1,,1100,800,200,200,,,1100,1700,1100,800,250,250,,,1150,1750,,,,,,anchorage83124,,,1586,1,0,900,1500,,,"Although numbers tend to confuse me, the explanations and examples made this much less confusing than it might otherwise have been. ",900,1500,,,,500,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3697,270,370,370,0,0,0,800,4707,0.78542596,0.057361376,0.07860633,0.07860633,0.99999994,560
8,Day 2,AEQ95NMC3VXQ5,B Control,1060,1060,1000,20,20,20,,,0,0,489,189,100,100,100,1000,20,20,20,189,100,100,100,2100,820,270,270,2289,920,370,370,0,0,100,0.95,500,1,,,,,,,,,,,,,When allocating I focused on having higher balances in the accounts that paid a higher interest rate. I tried to distribute everything so that the higher interest accounts got the bulk of the allocation but that the other accounts received a little of it as well in most cases.,Slightly important,Moderately important,Extremely important,I think if I were able to do it over I would probably do it the same way again.,Female,65,Florida,White,Some college,Non college graduate,Yes,Yes,A little,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,,,3,0,3,0,6,7,900,1500,1,1,,2100,820,270,270,,,,,2289,920,370,370,,,,,,,,,,anchorage83124,,,1130,1,0,900,1500,,,,,,,,,1060,0.94339621,0.38650307,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3697,270,370,370,0,0,0,800,4707,0.78542596,0.057361376,0.07860633,0.07860633,0.99999994,834
8,Day 3,AEQ95NMC3VXQ5,B Control,834,834,834,0,0,0,,,0,0,100,25,25,25,25,834,0,0,0,25,25,25,25,3123,920,370,370,3148,945,395,395,0,0,500,1,500,0.899999976,,,,,,,,,,,,,When allocating I focused on having higher balances in the accounts that paid a higher interest rate. I tried to distribute everything so that the higher interest accounts got the bulk of the allocation but that the other accounts received a little of it as well in most cases.,Slightly important,Moderately important,Extremely important,I think if I were able to do it over I would probably do it the same way again.,Female,65,Florida,White,Some college,Non college graduate,Yes,Yes,A little,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,1,0,1,0,6,7,900,1500,1,1,,3123,920,370,370,,,,,3148,945,395,395,,,,,,,,,,anchorage83124,,,1042,1,0,900,1500,,,,,,,,,834,1,0.25,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3697,270,370,370,0,0,0,800,4707,0.78542596,0.057361376,0.07860633,0.07860633,0.99999994,1013
8,Day 4,AEQ95NMC3VXQ5,B Control,1513,2313,1863,150,150,150,,,0,800,600,0,0,300,300,1863,150,150,150,0,0,300,300,5011,1095,545,545,5011,1095,845,845,0,800,100,,,,500,250,250,0,300,0,700,0,500,0,250,250,When allocating I focused on having higher balances in the accounts that paid a higher interest rate. I tried to distribute everything so that the higher interest accounts got the bulk of the allocation but that the other accounts received a little of it as well in most cases.,Slightly important,Moderately important,Extremely important,I think if I were able to do it over I would probably do it the same way again.,Female,65,Florida,White,Some college,Non college graduate,Yes,Yes,A little,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,6,7,900,700,1,0.46666667,,5011,1095,545,545,,,,,5011,1095,845,845,,,,,9396,1451,10847,21.69000053,4.139999866,anchorage83124,,,1696,1,0,900,700,,,,,,2,3,1,2313,0.80544746,0,0.5,0.30000001,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3697,270,370,370,0,0,0,800,4707,0.78542596,0.057361376,0.07860633,0.07860633,0.99999994,1451
5,Day 1,AKGCX7YXDE8KL,B Control,500,500,400,100,0,0,,,0,0,100,100,0,0,0,400,100,0,0,100,0,0,0,1500,800,0,0,1600,800,0,0,0,0,500,1,500,1,,,,,,,,,,,,,According to mt opinions,Extremely important,Extremely important,Extremely important,I delivered mt answers. ,Male,40,New Jersey,White,College graduate with Bachelor's Degree (4 year),College or more,No,No,A lot,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,,,6,2,4,0,19,25,900,1500,1,1,,1500,800,0,0,,,900,1500,1600,800,0,0,,,900,1500,,,,,,bakersfield77587,,,1006,1,0,900,1500,,,nothing,900,1500,,,,500,0.80000001,1,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,1200,800,553,0,0,810,725,4953,0.48455483,0.24227741,0.16151828,0.11164951,1,610
5,Day 2,AKGCX7YXDE8KL,B Control,610,1810,500,500,500,310,,,500,700,100,50,15,15,20,500,500,500,310,50,15,15,20,2100,1300,500,310,2150,1315,515,330,500,700,500,1,500,1,,,,,,,,,,,,,According to mt opinions,Extremely important,Extremely important,Extremely important,I delivered mt answers. ,Male,40,New Jersey,White,College graduate with Bachelor's Degree (4 year),College or more,No,No,A lot,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,,,6,0,6,0,19,25,400,800,0.44444445,0.53333336,,2100,1300,500,310,,,,,2150,1315,515,330,,,,,,,,,,bakersfield77587,,,1050,1,0,400,800,,,,,,,,,1810,0.27624309,0.5,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,1200,800,553,0,0,810,725,4953,0.48455483,0.24227741,0.16151828,0.11164951,1,755
5,Day 3,AKGCX7YXDE8KL,B Control,1255,1555,1000,300,100,155,,,300,0,600,300,100,100,100,1000,300,100,155,300,100,100,100,3150,1615,615,485,3450,1715,715,585,800,700,500,0.7,250,0.5,,,,,,,,,,,,,According to mt opinions,Extremely important,Extremely important,Extremely important,I delivered mt answers. ,Male,40,New Jersey,White,College graduate with Bachelor's Degree (4 year),College or more,No,No,A lot,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,,,5,0,5,0,19,25,100,800,0.11111111,0.53333336,,3150,1615,615,485,,,,,3450,1715,715,585,,,,,,,,,,bakersfield77587,,,732,1,0,100,800,,,,,,,,,1555,0.64308679,0.5,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,1200,800,553,0,0,810,725,4953,0.48455483,0.24227741,0.16151828,0.11164951,1,1053
5,Day 4,AKGCX7YXDE8KL,B Control,1053,1088,500,300,200,88,,,10,25,600,200,100,150,150,500,300,200,88,200,100,150,150,3950,2015,915,673,4150,2115,1065,823,810,725,400,,,,100,100,300,500,500,300,100,100,500,300,100,100,According to mt opinions,Extremely important,Extremely important,Extremely important,I delivered mt answers. ,Male,40,New Jersey,White,College graduate with Bachelor's Degree (4 year),College or more,No,No,A lot,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,7,1,4,2,19,25,90,775,0.1,0.51666665,,3950,2015,915,673,,,,,4150,2115,1065,823,,,,,9018,1295,10313,20.63,4.48,bakersfield77587,,,971,1,0,90,775,,,,,,1,3,2,1088,0.45955881,0.33333334,0.1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,1200,800,553,0,0,810,725,4953,0.48455483,0.24227741,0.16151828,0.11164951,1,1295
3,Day 1,AN9MVFWRCF2OP,B Control,500,500,300,100,100,0,,,0,0,100,100,0,0,0,300,100,100,0,100,0,0,0,1400,800,100,0,1500,800,100,0,0,0,499,1,500,1,,,,,,,,,,,,,"Wanted to maximize my returns, so I tried to only put money in the accounts with the highest interest rate",Very important,Very important,Extremely important,"Put more money in the account with the highest interest rate on the first day, to accumulate more points interest",Male,29,Iowa,White,College graduate with Associate's Degree (2 year),College or more,Yes,Yes,A moderate amount,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,3,1,2,0,3,9,900,1500,1,1,,1400,800,100,0,,,1000,1500,1500,800,100,0,,,1000,1500,,,,,,berkeley68140,,,1118,1,0,900,1500,,,N/A,900,1500,,,,500,0.60000002,1,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4609,200,725,0,0,0,0,1500,5534,0.83285147,0.036140226,0.13100831,0,1,605
3,Day 2,AN9MVFWRCF2OP,B Control,605,605,305,100,200,0,,,0,0,100,75,0,25,0,305,100,200,0,75,0,25,0,1805,900,300,0,1880,900,325,0,0,0,300,1,499,0.99000001,,,,,,,,,,,,,"Wanted to maximize my returns, so I tried to only put money in the accounts with the highest interest rate",Very important,Very important,Extremely important,"Put more money in the account with the highest interest rate on the first day, to accumulate more points interest",Male,29,Iowa,White,College graduate with Associate's Degree (2 year),College or more,Yes,Yes,A moderate amount,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,0,3,9,900,1500,1,1,,1805,900,300,0,,,,,1880,900,325,0,,,,,,,,,,berkeley68140,,,871,1,0,900,1500,,,,,,,,,605,0.50413221,0.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4609,200,725,0,0,0,0,1500,5534,0.83285147,0.036140226,0.13100831,0,1,725
3,Day 3,AN9MVFWRCF2OP,B Control,1225,2725,2500,0,225,0,,,0,1500,100,100,0,0,0,2500,0,225,0,100,0,0,0,4380,900,550,0,4480,900,550,0,0,1500,500,1,350,1,,,,,,,,,,,,,"Wanted to maximize my returns, so I tried to only put money in the accounts with the highest interest rate",Very important,Very important,Extremely important,"Put more money in the account with the highest interest rate on the first day, to accumulate more points interest",Male,29,Iowa,White,College graduate with Associate's Degree (2 year),College or more,Yes,Yes,A moderate amount,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,3,2,1,0,3,9,900,0,1,0,,4380,900,550,0,,,,,4480,900,550,0,,,,,,,,,,berkeley68140,,,1061,1,0,900,0,,,,,,,,,2725,0.91743118,1,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4609,200,725,0,0,0,0,1500,5534,0.83285147,0.036140226,0.13100831,0,1,1204
3,Day 4,AN9MVFWRCF2OP,B Control,1704,1704,1504,0,200,0,,,0,0,100,100,0,0,0,1504,0,200,0,100,0,0,0,5984,900,750,0,6084,900,750,0,0,1500,250,,,,800,0,200,0,400,0,600,0,400,0,400,200,"Wanted to maximize my returns, so I tried to only put money in the accounts with the highest interest rate",Very important,Very important,Extremely important,"Put more money in the account with the highest interest rate on the first day, to accumulate more points interest",Male,29,Iowa,White,College graduate with Associate's Degree (2 year),College or more,Yes,Yes,A moderate amount,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,9,900,0,1,0,,5984,900,750,0,,,,,6084,900,750,0,,,,,8634,1554,10188,20.37999916,4.320000172,berkeley68140,,,691,1,0,900,0,,,,,,3,1,2,1704,0.8826291,1,0.80000001,0.40000001,0.40000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4609,200,725,0,0,0,0,1500,5534,0.83285147,0.036140226,0.13100831,0,1,1554
4,Day 1,ANCDBBNNGEQBO,B Control,500,2900,2900,0,0,0,,,900,1500,100,100,0,0,0,2900,0,0,0,100,0,0,0,4000,700,0,0,4100,700,0,0,900,1500,200,0.4,175,1,,,,,,,,,,,,,"It is always most profitable to utilize the highest interest rate available. With that in mind, it made sense to allocate everything as soon as possible to Account 1 with it's 20% rate. Also with compounding nature of the interest it was more beneficial to angle for a little less money on the current day than a higher number on the next when it came to certain decisions.",Moderately important,Moderately important,Extremely important,"I would do exactly the strategy I did, which was to immediately consolidate all available funds into the highest interest rate account and to funnel all future earnings into it as well. There is no better way to obtain a higher payoff.",Male,47,Ohio,White,Some college,Non college graduate,No,No,A little,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,1,0,1,0,2,3,0,0,0,0,,4000,700,0,0,,,900,1500,4100,700,0,0,,,900,1500,,,,,,oakland33602,,,1585,1,0,0,0,,,nothing was confusing.,900,1500,,,,2900,1,1,,,,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,7621,0,0,0,0,0,900,1500,7621,1,0,0,0,1,890
4,Day 2,ANCDBBNNGEQBO,B Control,1390,1390,1390,0,0,0,,,0,0,100,100,0,0,0,1390,0,0,0,100,0,0,0,5490,700,0,0,5590,700,0,0,900,1500,200,0.5,450,1,,,,,,,,,,,,,"It is always most profitable to utilize the highest interest rate available. With that in mind, it made sense to allocate everything as soon as possible to Account 1 with it's 20% rate. Also with compounding nature of the interest it was more beneficial to angle for a little less money on the current day than a higher number on the next when it came to certain decisions.",Moderately important,Moderately important,Extremely important,"I would do exactly the strategy I did, which was to immediately consolidate all available funds into the highest interest rate account and to funnel all future earnings into it as well. There is no better way to obtain a higher payoff.",Male,47,Ohio,White,Some college,Non college graduate,No,No,A little,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,2,3,0,0,0,0,,5490,700,0,0,,,,,5590,700,0,0,,,,,,,,,,oakland33602,,,7469,1,0,0,0,,,,,,,,,1390,1,1,,,,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,7621,0,0,0,0,0,900,1500,7621,1,0,0,0,1,1188
4,Day 3,ANCDBBNNGEQBO,B Control,1688,1688,1688,0,0,0,,,0,0,585,585,0,0,0,1688,0,0,0,585,0,0,0,7278,700,0,0,7863,700,0,0,900,1500,200,0.45,400,1,,,,,,,,,,,,,"It is always most profitable to utilize the highest interest rate available. With that in mind, it made sense to allocate everything as soon as possible to Account 1 with it's 20% rate. Also with compounding nature of the interest it was more beneficial to angle for a little less money on the current day than a higher number on the next when it came to certain decisions.",Moderately important,Moderately important,Extremely important,"I would do exactly the strategy I did, which was to immediately consolidate all available funds into the highest interest rate account and to funnel all future earnings into it as well. There is no better way to obtain a higher payoff.",Male,47,Ohio,White,Some college,Non college graduate,No,No,A little,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,1,0,1,0,2,3,0,0,0,0,,7278,700,0,0,,,,,7863,700,0,0,,,,,,,,,,oakland33602,,,3789,1,0,0,0,,,,,,,,,1688,1,1,,,,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,7621,0,0,0,0,0,900,1500,7621,1,0,0,0,1,1643
4,Day 4,ANCDBBNNGEQBO,B Control,1643,1643,1643,0,0,0,,,0,0,594,594,0,0,0,1643,0,0,0,594,0,0,0,9506,700,0,0,10100,700,0,0,900,1500,200,,,,0,0,1000,0,1000,0,0,0,0,0,1000,0,"It is always most profitable to utilize the highest interest rate available. With that in mind, it made sense to allocate everything as soon as possible to Account 1 with it's 20% rate. Also with compounding nature of the interest it was more beneficial to angle for a little less money on the current day than a higher number on the next when it came to certain decisions.",Moderately important,Moderately important,Extremely important,"I would do exactly the strategy I did, which was to immediately consolidate all available funds into the highest interest rate account and to funnel all future earnings into it as well. There is no better way to obtain a higher payoff.",Male,47,Ohio,White,Some college,Non college graduate,No,No,A little,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,,9506,700,0,0,,,,,10100,700,0,0,,,,,10800,2090,12890,25.78,4.11,oakland33602,,,2023,1,0,0,0,,,,,,2,1,3,1643,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,7621,0,0,0,0,0,900,1500,7621,1,0,0,0,1,2090
5,Day 1,APRZ7BR8C0ZMQ,B Control,500,500,500,0,0,0,,,0,0,493,493,0,0,0,500,0,0,0,493,0,0,0,1600,700,0,0,2093,700,0,0,0,0,200,0.1,300,0.5,,,,,,,,,,,,,I tried to maximize the amount in the account with the largest interest rate.,Slightly important,Extremely important,Extremely important,I would continue to try to maximize the savings account with the highest interest rate.,Male,67,California,White,College graduate with Bachelor's Degree (4 year),College or more,No,Yes,A moderate amount,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,2,0,2,0,6,11,900,1500,1,1,,1600,700,0,0,,,900,1500,2093,700,0,0,,,900,1500,,,,,,irvine80234,,,1981,1,0,900,1500,,,No,900,1500,,,,500,1,1,,,,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,3807,0,0,0,0,0,0,0,3807,1,0,0,0,1,699
5,Day 2,APRZ7BR8C0ZMQ,B Control,699,699,699,0,0,0,,,0,0,100,100,0,0,0,699,0,0,0,100,0,0,0,2792,700,0,0,2892,700,0,0,0,0,450,1,498,0.98,,,,,,,,,,,,,I tried to maximize the amount in the account with the largest interest rate.,Slightly important,Extremely important,Extremely important,I would continue to try to maximize the savings account with the highest interest rate.,Male,67,California,White,College graduate with Bachelor's Degree (4 year),College or more,No,Yes,A moderate amount,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,3,1,2,0,6,11,900,1500,1,1,,2792,700,0,0,,,,,2892,700,0,0,,,,,,,,,,irvine80234,,,1432,1,0,900,1500,,,,,,,,,699,1,1,,,,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,3807,0,0,0,0,0,0,0,3807,1,0,0,0,1,858
5,Day 3,APRZ7BR8C0ZMQ,B Control,1358,1358,1358,0,0,0,,,0,0,600,600,0,0,0,1358,0,0,0,600,0,0,0,4250,700,0,0,4850,700,0,0,0,0,50,1,500,1,,,,,,,,,,,,,I tried to maximize the amount in the account with the largest interest rate.,Slightly important,Extremely important,Extremely important,I would continue to try to maximize the savings account with the highest interest rate.,Male,67,California,White,College graduate with Bachelor's Degree (4 year),College or more,No,Yes,A moderate amount,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,2,1,1,0,6,11,900,1500,1,1,,4250,700,0,0,,,,,4850,700,0,0,,,,,,,,,,irvine80234,,,1797,1,0,900,1500,,,,,,,,,1358,1,1,,,,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,3807,0,0,0,0,0,0,0,3807,1,0,0,0,1,1250
5,Day 4,APRZ7BR8C0ZMQ,B Control,1250,1250,1250,0,0,0,,,0,0,100,100,0,0,0,1250,0,0,0,100,0,0,0,6100,700,0,0,6200,700,0,0,0,0,500,,,,1000,0,0,0,1000,0,0,0,1000,0,0,0,I tried to maximize the amount in the account with the largest interest rate.,Slightly important,Extremely important,Extremely important,I would continue to try to maximize the savings account with the highest interest rate.,Male,67,California,White,College graduate with Bachelor's Degree (4 year),College or more,No,Yes,A moderate amount,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,6,11,900,1500,1,1,,6100,700,0,0,,,,,6200,700,0,0,,,,,9300,1520,10820,21.64,4.38,irvine80234,,,1848,1,0,900,1500,,,,,,1,2,3,1250,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,3807,0,0,0,0,0,0,0,3807,1,0,0,0,1,1520
4,Day 1,AQJRTW6LJR9LW,B Control,500,2900,2900,0,0,0,,,900,1500,100,100,0,0,0,2900,0,0,0,100,0,0,0,4000,700,0,0,4100,700,0,0,900,1500,200,0.25,300,0.4,,,,,,,,,,,,,I wanted to maximize my return so I put everything I could into the 20% Interest savings account.,Not at all important,Slightly important,Extremely important,Put as many points as possible into the highest interest rate account to generate the highest return.,Male,32,California,White,Some college,Non college graduate,No,Yes,A moderate amount,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,2,0,2,0,4,5,0,0,0,0,,4000,700,0,0,,,900,1500,4100,700,0,0,,,900,1500,,,,,,anaheim12704,,,1024,1,0,0,0,,,"No, it was all clear.",900,1500,,,,2900,1,1,,,,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,8024,0,0,0,0,0,900,1500,8024,1,0,0,0,1,890
